Name,Beer_ID,ABV,IBU,Brew_ID,Style,Ounces,Name,City,State,ISBLANK,,,,,,,,,,
Big Eye India Pale Ale,1400,0.07,75,35,American IPA,12,Ballast Point Brewing Company,San Diego, CA,DATA,,,,,,,Angola,2,2,4
Grapefruit Sculpin,2593,0.07,,35,American IPA,12,Ballast Point Brewing Company,San Diego, CA,BLANK,,,,,,,Crozet,4,,4
Longfin Lager,1019,0.046,,35,Munich Helles Lager,12,Ballast Point Brewing Company,San Diego, CA,BLANK,,,,,,,Verona,2,2,4
Banner American Rye,1644,0.045,20,319,Rye Beer,12,Banner Beer Company,Williamsburg, MA,DATA,,,,,,,Henderson,4,,4
Banner American Ale,1643,0.035,45,319,American Amber / Red Ale,12,Banner Beer Company,Williamsburg, MA,DATA,,,,,,,Cold Spring,1,3,4
All Nighter Ale,1776,0.045,,319,Extra Special / Strong Bitter (ESB),12,Banner Beer Company,Williamsburg, MA,BLANK,,,,,,,Afton,4,,4
Thai.p.a,2618,0.07,46,21,American IPA,16,Bare Hands Brewery,Granger, IN,DATA,,,,,,,Garrattsville,,4,4
Barrio Blanco,2005,0.06,60,252,American IPA,12,Barrio Brewing Company,Tucson, AZ,DATA,,,,,,,Corvallis,,4,4
Barrio Tucson Blonde,1343,0.045,,252,American Blonde Ale,12,Barrio Brewing Company,Tucson, AZ,BLANK,,,,,,,Woodinville,4,,4
Lost Meridian Wit,2188,0.05,20,117,Witbier,12,Base Camp Brewing Co.,Portland, OR,DATA,,,,,,,Williams,,4,4
Hop in the ‘Pool Helles,2404,0.049,22,117,American Pilsner,12,Base Camp Brewing Co.,Portland, OR,DATA,,,,,,,York,4,,4
Celestial Meridian Cascadian Dark Lager,2187,0.051,45,117,Euro Dark Lager,12,Base Camp Brewing Co.,Portland, OR,DATA,,,,,,,Carlsbad,1,3,4
Ultra Gnar Gnar IPA,2323,0.067,60,117,American IPA,12,Base Camp Brewing Co.,Portland, OR,DATA,,,,,,,St Petersburg,1,2,3
In-Tents India Pale Lager,2189,0.068,62,117,American Pale Lager,12,Base Camp Brewing Co.,Portland, OR,DATA,,,,,,,Pittsboro,1,2,3
Stargrazer,1964,0.05,28,259,Schwarzbier,12,Bauhaus Brew Labs,Minneapolis, MN,DATA,,,,,,,Telluride,,3,3
Wonderstuff,1963,0.054,48,259,German Pilsener,12,Bauhaus Brew Labs,Minneapolis, MN,DATA,,,,,,,Halethorpe,2,1,3
Wagon Party,1966,0.054,55,259,California Common / Steam Beer,12,Bauhaus Brew Labs,Minneapolis, MN,DATA,,,,,,,Kent,3,,3
Sky-Five,1965,0.067,70,259,American IPA,12,Bauhaus Brew Labs,Minneapolis, MN,DATA,,,,,,,Cheboygan,2,1,3
Pamola Xtra Pale Ale,183,0.049,28,293,American Pale Ale (APA),12,Baxter Brewing Company,Lewiston, ME,DATA,,,,,,,Des Moines,3,,3
Amber Road,533,0.055,35,293,American Amber / Red Ale,12,Baxter Brewing Company,Lewiston, ME,DATA,,,,,,,Roseville,2,1,3
On the Count of 3 (2015),1778,0.07,42,293,Hefeweizen,16,Baxter Brewing Company,Lewiston, ME,DATA,,,,,,,Frankenmuth,2,1,3
Stowaway IPA,182,0.069,69,293,American IPA,12,Baxter Brewing Company,Lewiston, ME,DATA,,,,,,,Royal Oak,,3,3
Tarnation California-Style Lager,1855,0.053,,293,California Common / Steam Beer,12,Baxter Brewing Company,Lewiston, ME,BLANK,,,,,,,West Chester,,3,3
Summer Swelter,1209,0.047,,293,American Pale Wheat Ale,12,Baxter Brewing Company,Lewiston, ME,BLANK,,,,,,,Half Moon Bay,3,,3
Phantom Punch Winter Stout,954,0.068,,293,Foreign / Export Stout,12,Baxter Brewing Company,Lewiston, ME,BLANK,,,,,,,College Station,3,,3
Hayride Autumn Ale,910,0.066,,293,Rye Beer,12,Baxter Brewing Company,Lewiston, ME,BLANK,,,,,,,Midwest City,2,1,3
Celsius Summer Ale (2012),707,0.047,,293,American Pale Wheat Ale,12,Baxter Brewing Company,Lewiston, ME,BLANK,,,,,,,St. Paul,3,,3
Hoptopus Double IPA,1806,0.088,108,307,American Double / Imperial IPA,16,Beach Brewing Company,Virginia Beach, VA,DATA,,,,,,,Hamilton,,3,3
Watermelon Ale,2435,0.05,10,104,Fruit / Vegetable Beer,12,Beer Works Brewery,Lowell, MA,DATA,,,,,,,Dripping Springs,3,,3
Bunker Hill Blueberry Ale ,2419,0.048,16,104,Other,12,Beer Works Brewery,Lowell, MA,DATA,,,,,,,Boone,3,,3
Fenway American Pale Ale,2423,0.058,45,104,American Pale Ale (APA),12,Beer Works Brewery,Lowell, MA,DATA,,,,,,,Ipswich,,3,3
Back Bay IPA,2420,0.068,85,104,American IPA,12,Beer Works Brewery,Lowell, MA,DATA,,,,,,,Lake Geneva,3,,3
Oberon,2494,0.058,,77,American Pale Wheat Ale,12,Bell's Brewery,Kalamazoo, MI,BLANK,,,,,,,Greeley,2,1,3
Smitten,2325,0.06,,77,Rye Beer,16,Bell's Brewery,Kalamazoo, MI,BLANK,,,,,,,Cleveland,,3,3
Winter White,2022,0.05,,77,Witbier,16,Bell's Brewery,Kalamazoo, MI,BLANK,,,,,,,Washougal,1,2,3
Oberon,1989,0.058,,77,American Pale Wheat Ale,16,Bell's Brewery,Kalamazoo, MI,BLANK,,,,,,,Hayward,,3,3
Two Hearted,1988,0.07,,77,American IPA,16,Bell's Brewery,Kalamazoo, MI,BLANK,,,,,,,Memphis,2,1,3
Best Brown,1955,0.058,,77,American Brown Ale,16,Bell's Brewery,Kalamazoo, MI,BLANK,,,,,,,Williamsburg,2,1,3
Nordic Blonde,2556,0.057,27,54,American Blonde Ale,12,Bent Brewstillery,Roseville, MN,DATA,,,,,,,Norfolk,3,,3
Moar,2558,0.044,44,54,English India Pale Ale (IPA),12,Bent Brewstillery,Roseville, MN,DATA,,,,,,,Monument,1,2,3
Uber Lupin Schwarz IPA,2557,0.083,,54,American Double / Imperial IPA,16,Bent Brewstillery,Roseville, MN,BLANK,,,,,,,O'Fallon,2,1,3
14° ESB ,1902,0.056,32,76,Extra Special / Strong Bitter (ESB),12,Bent Paddle Brewing Company,Duluth, MN,DATA,,,,,,,Mooresville,,3,3
Bent Paddle Black Ale,1261,0.06,34,76,American Black Ale,12,Bent Paddle Brewing Company,Duluth, MN,DATA,,,,,,,St. John's,,3,3
Venture Pils,1253,0.05,38,76,German Pilsener,12,Bent Paddle Brewing Company,Duluth, MN,DATA,,,,,,,Sheffield,,3,3
Bent Hop Golden IPA,1901,0.062,68,76,American IPA,12,Bent Paddle Brewing Company,Duluth, MN,DATA,,,,,,,Stevensville,,3,3
Harness the Winter,2410,0.072,87,76,American IPA,12,Bent Paddle Brewing Company,Duluth, MN,DATA,,,,,,,Eau Claire,,3,3
Cold Press,2496,0.06,,76,American Black Ale,12,Bent Paddle Brewing Company,Duluth, MN,BLANK,,,,,,,Tacoma,2,1,3
Steel Rail Extra Pale Ale,1317,0.053,20,279,American Pale Ale (APA),12,Berkshire Brewing Company,South Deerfield, MA,DATA,,,,,,,Leavenworth,1,2,3
Lost Sailor IPA,1900,0.055,40,279,English India Pale Ale (IPA),12,Berkshire Brewing Company,South Deerfield, MA,DATA,,,,,,,Abita Springs,3,,3
La Frontera Premium IPA,1158,0.078,,464,American IPA,12,Big Bend Brewing Company,Alpine, TX,BLANK,,,,,,,Evanston,,3,3
Tejas Lager,1157,0.047,,464,Czech Pilsener,12,Big Bend Brewing Company,Alpine, TX,BLANK,,,,,,,Huntsville,3,,3
Number 22 Porter,1156,0.064,,464,American Porter,12,Big Bend Brewing Company,Alpine, TX,BLANK,,,,,,,Sisters,3,,3
Big Bend Hefeweizen,1155,0.056,,464,Hefeweizen,12,Big Bend Brewing Company,Alpine, TX,BLANK,,,,,,,Marietta,2,1,3
Terlingua Gold,1154,0.06,,464,American Blonde Ale,12,Big Bend Brewing Company,Alpine, TX,BLANK,,,,,,,Bridgman,1,2,3
Aprè Shred,2104,0.081,17,221,American Strong Ale,16,Big Choice Brewing,Broomfield, CO,DATA,,,,,,,Tucson,2,1,3
Disconnected Red,1067,0.067,85,221,American Amber / Red Ale,16,Big Choice Brewing,Broomfield, CO,DATA,,,,,,,Bronx,3,,3
Hemlock Double IPA,1762,0.095,104,221,American Double / Imperial IPA,12,Big Choice Brewing,Broomfield, CO,DATA,,,,,,,Greenville,3,,3
West Portal Colorado Common Summer Ale,1422,0.041,,221,California Common / Steam Beer,16,Big Choice Brewing,Broomfield, CO,BLANK,,,,,,,Somerset Center,,3,3
Big Elm IPA,1003,0.07,,478,American IPA,12,Big Elm Brewing,Sheffield, MA,BLANK,,,,,,,Pittsburgh,3,,3
Gerry Dog Stout,1002,0.065,,478,American Stout,12,Big Elm Brewing,Sheffield, MA,BLANK,,,,,,,Fargo,3,,3
413 Farmhouse Ale,1001,0.06,,478,Saison / Farmhouse Ale,12,Big Elm Brewing,Sheffield, MA,BLANK,,,,,,,Ponderay,3,,3
Dark Star,2639,0.08,54,9,American Stout,16,Big Lake Brewing,Holland, MI,DATA,,,,,,,South Burlington,3,,3
Ryecoe,2469,0.062,,9,American IPA,16,Big Lake Brewing,Holland, MI,BLANK,,,,,,,Westfield,2,1,3
Galaxy IPA,2585,0.075,60,41,American IPA,16,Big Muddy Brewing,Murphysboro, IL,DATA,,,,,,,New York,1,2,3
Blueberry Blonde,2586,0.06,,41,Fruit / Vegetable Beer,12,Big Muddy Brewing,Murphysboro, IL,BLANK,,,,,,,Menominie,,3,3
Big River Pilsner,643,0.05,32,520,Czech Pilsener,12,Big River Brewing Company,Chattanooga, TN,DATA,,,,,,,Newburyport,,3,3
House Brand IPA,632,0.06,55,520,American IPA,12,Big River Brewing Company,Chattanooga, TN,DATA,,,,,,,Buellton,2,1,3
Moose Drool Brown Ale,1711,0.051,26,337,American Brown Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Farmers Branch,3,,3
Moose Drool Brown Ale (2011),767,0.051,26,337,American Brown Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Mill Valley,3,,3
Moose Drool Brown Ale (2009),34,0.051,26,337,American Brown Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Biglerville,,2,2
Montana Trout Slayer Ale,1712,0.05,35,337,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Meridian,2,,2
Montana Trout Slayer Ale (2012),766,0.05,35,337,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Juneau,2,,2
Montana Trout Slayer Ale (2009),35,0.05,35,337,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Hays,2,,2
Scape Goat Pale Ale,1713,0.05,40,337,English Pale Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Middleburg Heights,2,,2
Scape Goat Pale Ale (2010),159,0.05,40,337,English Pale Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Cherry Hill,2,,2
Powder Hound Winter Ale,1456,0.072,60,337,English Strong Ale,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Stamford,2,,2
Big Sky IPA,1714,0.062,65,337,American IPA,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Diamond Springs,,2,2
Big Sky IPA (2012),579,0.062,65,337,American IPA,12,Big Sky Brewing Company,Missoula, MT,DATA,,,,,,,Medford,2,,2
Summer Honey,168,0.047,,337,American Blonde Ale,12,Big Sky Brewing Company,Missoula, MT,BLANK,,,,,,,Minnetonka,,2,2
Wavemaker,2095,0.058,38,222,American Amber / Red Ale,12,Big Storm Brewing Company,Odessa, FL,DATA,,,,,,,Kirkwood,2,,2
Arcus IPA,2096,0.069,81,222,American IPA,12,Big Storm Brewing Company,Odessa, FL,DATA,,,,,,,Elmira,2,,2
Morning Wood,986,0.055,35,445,Oatmeal Stout,16,Big Wood Brewery,Vadnais Heights, MN,DATA,,,,,,,Ridgefield Park,2,,2
Jack Pine Savage,1257,0.053,43,445,American Pale Ale (APA),16,Big Wood Brewery,Vadnais Heights, MN,DATA,,,,,,,Lakeside,,2,2
Bark Bite IPA,985,0.066,50,445,American IPA,16,Big Wood Brewery,Vadnais Heights, MN,DATA,,,,,,,Palisade,,2,2
Bad Axe Imperial IPA,1255,0.098,76,445,American Double / Imperial IPA,16,Big Wood Brewery,Vadnais Heights, MN,DATA,,,,,,,Lancaster,2,,2
Forest Fire Imperial Smoked Rye,1256,0.099,85,445,Rye Beer,16,Big Wood Brewery,Vadnais Heights, MN,DATA,,,,,,,Stillwater,2,,2
Jalapeno Pale Ale,2508,0.055,45,71,American Pale Ale (APA),16,Birdsong Brewing Company,Charlotte, NC,DATA,,,,,,,Croydon,,2,2
Blown Out Brown,1441,0.052,,408,American Brown Ale,12,Bitter Root Brewing,Hamilton, MT,BLANK,,,,,,,Kalona,1,1,2
Single Hop Ale,1413,0.063,,408,American Pale Ale (APA),12,Bitter Root Brewing,Hamilton, MT,BLANK,,,,,,,Erie,2,,2
Sawtooth Ale,1411,0.054,,408,American Blonde Ale,12,Bitter Root Brewing,Hamilton, MT,BLANK,,,,,,,Fredericksburg,2,,2
Saucy Intruder,2620,0.072,75,19,Rye Beer,16,Black Acre Brewing Co.,Indianapolis, IN,DATA,,,,,,,Savannah,2,,2
Black Market Hefeweizen,1897,0.05,8,113,Hefeweizen,12,Black Market Brewing Company,Temecula, CA,DATA,,,,,,,Port Clinton,2,,2
Deception,2412,0.045,16,113,American Blonde Ale,12,Black Market Brewing Company,Temecula, CA,DATA,,,,,,,Black Mountain,2,,2
Blackmarket Rye IPA,1898,0.075,35,113,American IPA,12,Black Market Brewing Company,Temecula, CA,DATA,,,,,,,Prescott,,2,2
Aftermath Pale Ale,1896,0.058,44,113,American Pale Ale (APA),12,Black Market Brewing Company,Temecula, CA,DATA,,,,,,,Lenoir,,2,2
American Red Saison,1848,0.078,34,295,Saison / Farmhouse Ale,12,Black Shirt Brewing Company,Denver, CO,DATA,,,,,,,Middlebury,1,1,2
Colorado Red Ale,1847,0.066,44,295,American Amber / Red Ale,12,Black Shirt Brewing Company,Denver, CO,DATA,,,,,,,Leominster,,2,2
American Red Porter,1849,0.071,45,295,American Porter,12,Black Shirt Brewing Company,Denver, CO,DATA,,,,,,,Whitefish,2,,2
American India Red Ale,1850,0.071,83,295,American Strong Ale,12,Black Shirt Brewing Company,Denver, CO,DATA,,,,,,,Murphysboro,1,1,2
Saddle Bronc Brown Ale,2485,0.048,16,80,American Brown Ale,12,Black Tooth Brewing Company,Sheridan, WY,DATA,,,,,,,Pacific,1,1,2
Bomber Mountain Amber Ale,2484,0.046,20,80,American Amber / Red Ale,12,Black Tooth Brewing Company,Sheridan, WY,DATA,,,,,,,Lewisburg,2,,2
North Third Stout,2153,0.06,30,13,Foreign / Export Stout,12,Blackrocks Brewery,Marquette, MI,DATA,,,,,,,Aspen,2,,2
Nordskye ,2634,0.048,47,13,American IPA,12,Blackrocks Brewery,Marquette, MI,DATA,,,,,,,Shreveport,1,1,2
51K IPA,1481,0.07,51,13,American IPA,12,Blackrocks Brewery,Marquette, MI,DATA,,,,,,,Denton,2,,2
Flying Sailor,2449,0.073,,96,Rye Beer,12,Blackrocks Brewery,Marquette, MA,BLANK,,,,,,,Myrtle Beach,,2,2
Honey Lav,1953,0.052,,13,American Pale Wheat Ale,12,Blackrocks Brewery,Marquette, MI,BLANK,,,,,,,Green Bay,1,1,2
Coconut Brown Ale,1496,0.068,,13,American Brown Ale,12,Blackrocks Brewery,Marquette, MI,BLANK,,,,,,,Glendale,2,,2
Grand Rabbits,1480,0.055,,13,Cream Ale,12,Blackrocks Brewery,Marquette, MI,BLANK,,,,,,,Frederick,2,,2
834 Happy As Ale,611,0.046,35,381,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE,DATA,,,,,,,Holland,1,1,2
1327 Pod's ESB,888,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE,DATA,,,,,,,Tampa Bay,,2,2
1327 Pod's ESB,886,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE,DATA,,,,,,,Lockland,2,,2
1327 Pod's ESB,612,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE,DATA,,,,,,,Pinedale,,2,2
1800 Big Log Wheat (2012),1564,0.05,,381,American Pale Wheat Ale,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,Belt,,2,2
Double Play Pilsner,1541,,,381,American Pilsner,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,Battle Creek,2,,2
Brewerhood Brown Ale,1321,0.055,,381,American Brown Ale,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,Golden,2,,2
Last Call Imperial Amber Ale,1320,0.08,,381,American Amber / Red Ale,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,Troutville,1,1,2
Pernicious Double IPA,1319,0.096,,381,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,Ashburn,2,,2
6-4-3 Double Play Pilsner,1303,0.052,,381,German Pilsener,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,Kinston,,2,2
N Street Drive-In 50th Anniversary IPA,1025,,,381,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,South Deerfield,2,,2
467 Ethan's Stout,1012,0.05,,381,American Stout,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,Chatham,2,,2
1335 Wicked Snout,942,0.064,,381,Saison / Farmhouse Ale,12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,South Lyon,1,1,2
543 Skull Creek Fresh Hopped Pale Ale,937,0.045,,381,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE,BLANK,,,,,,,Chattanooga,2,,2
Yellow Collar,1372,0.059,,423,Mead,12,Blue Dog Mead,Eugene, OR,BLANK,,,,,,,Hyannis,2,,2
Green Collar,1371,0.059,,423,Mead,12,Blue Dog Mead,Eugene, OR,BLANK,,,,,,,Redlands,2,,2
Quarter Mile Double IPA,1812,0.08,80,305,American Double / Imperial IPA,12,Blue Hills Brewery,Canton, MA,DATA,,,,,,,North Conway,,2,2
Kölsch 151,1408,0.049,16,415,Kölsch,12,Blue Mountain Brewery,Arrington, VA,DATA,,,,,,,Gadsden,1,1,2
Blue Mountain Classic Lager,1545,0.053,22,383,Euro Pale Lager,12,Blue Mountain Brewery,Afton, VA,DATA,,,,,,,North Woodstock,2,,2
Steel Wheels ESB,1546,0.065,30,383,Extra Special / Strong Bitter (ESB),12,Blue Mountain Brewery,Afton, VA,DATA,,,,,,,White Salmon,2,,2
Full Nelson Pale Ale,1547,0.059,60,383,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA,DATA,,,,,,,Idaho Springs,2,,2
Full Nelson Pale Ale (2010),119,0.059,60,383,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA,DATA,,,,,,,Hardy,,2,2
Professor Black,2490,,,78,American Stout,12,Blue Owl Brewing,Austin, TX,BLANK,,,,,,,Odessa,2,,2
Little Boss,2489,,,78,American Pale Wheat Ale,12,Blue Owl Brewing,Austin, TX,BLANK,,,,,,,Windsor,2,,2
Van Dayum!,2488,,,78,American Amber / Red Ale,12,Blue Owl Brewing,Austin, TX,BLANK,,,,,,,Macon,,2,2
Spirit Animal,2487,,,78,American Pale Ale (APA),12,Blue Owl Brewing,Austin, TX,BLANK,,,,,,,Yakima,2,,2
Blue Point Summer Ale,667,0.044,16,490,American Blonde Ale,12,Blue Point Brewing Company,Patchogue, NY,DATA,,,,,,,Burlington,1,1,2
Toasted Lager,665,0.055,28,490,Vienna Lager,12,Blue Point Brewing Company,Patchogue, NY,DATA,,,,,,,Cambridge,,2,2
Blue Point White IPA,692,0.06,40,490,American White IPA,12,Blue Point Brewing Company,Patchogue, NY,DATA,,,,,,,Montauk,2,,2
Toxic Sludge,939,0.07,,490,American Black Ale,16,Blue Point Brewing Company,Patchogue, NY,BLANK,,,,,,,Yardley,,1,1
Bohemian Export Lager,1607,0.06,,365,Dortmunder / Export Lager,12,Bohemian Brewery,Midvale, UT,BLANK,,,,,,,Pawcatuck,,1,1
Altus Bohemes Altbier,1597,0.053,,365,Altbier,12,Bohemian Brewery,Midvale, UT,BLANK,,,,,,,Vista,1,,1
Cherny Bock,344,0.04,,365,Schwarzbier,12,Bohemian Brewery,Midvale, UT,BLANK,,,,,,,Centralia,,1,1
Czech Pilsner,89,0.05,,365,Czech Pilsener,12,Bohemian Brewery,Midvale, UT,BLANK,,,,,,,Wilmington,,1,1
Viennese Lager,88,0.05,,365,Vienna Lager,12,Bohemian Brewery,Midvale, UT,BLANK,,,,,,,Plainfield,,1,1
Mad Manatee IPA,1569,0.065,,379,American IPA,12,Bold City Brewery,Jacksonville, FL,BLANK,,,,,,,Ann Arbor,1,,1
Killer Whale Cream Ale,1568,0.055,,379,Cream Ale,12,Bold City Brewery,Jacksonville, FL,BLANK,,,,,,,Plant City,,1,1
Duke's Cold Nose Brown Ale,1188,0.06,,379,American Brown Ale,12,Bold City Brewery,Jacksonville, FL,BLANK,,,,,,,Canton,1,,1
Longhop IPA,1891,0.042,30,282,American IPA,16,Bolero Snort Brewery,Ridgefield Park, NJ,DATA,,,,,,,South San Francisco,1,,1
Lucky Buck,1890,0.04,34,282,Irish Dry Stout,16,Bolero Snort Brewery,Ridgefield Park, NJ,DATA,,,,,,,Ada,,1,1
Bomb Lager (Old Recipe),513,0.045,27,526,Munich Helles Lager,12,Bomb Beer Company,New York, NY,DATA,,,,,,,Southampton,,1,1
Bomb Lager (New Recipe),577,0.051,,526,Munich Helles Lager,12,Bomb Beer Company,New York, NY,BLANK,,,,,,,Covington,,1,1
Kilt Dropper Scotch Ale,1727,0.075,22,108,Scotch Ale / Wee Heavy,16,Bonfire Brewing Company,Eagle, CO,DATA,,,,,,,Mount Pleasant,,1,1
Gyptoberfest,1613,0.056,26,108,Märzen / Oktoberfest,12,Bonfire Brewing Company,Eagle, CO,DATA,,,,,,,Ukiah,,1,1
Wood Splitter Pilsner,1614,0.048,30,108,Czech Pilsener,16,Bonfire Brewing Company,Eagle, CO,DATA,,,,,,,Latrobe,,1,1
Screaming Eagle Special Ale ESB,1360,0.048,38,108,Extra Special / Strong Bitter (ESB),12,Bonfire Brewing Company,Eagle, CO,DATA,,,,,,,Jacksonville Beach,,1,1
Kindler Pale Ale,1183,0.053,45,108,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle, CO,DATA,,,,,,,Marlborough,,1,1
Firestarter India Pale Ale,2422,0.066,72,108,American IPA,12,Bonfire Brewing Company,Eagle, CO,DATA,,,,,,,Bargersville,1,,1
Firestarter India Pale Ale,633,0.066,72,108,American IPA,16,Bonfire Brewing Company,Eagle, CO,DATA,,,,,,,Laurel,,1,1
Farmer Wirtz India Pale Ale,1549,0.07,94,108,English India Pale Ale (IPA),16,Bonfire Brewing Company,Eagle, CO,DATA,,,,,,,Paw Paw,,1,1
Slow & Steady Golden Ale,1548,0.047,,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,Hudsonville,,1,1
Pink-I Raspberry IPA,1517,0.068,,108,American IPA,16,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,East Windsor,,1,1
Moe's Original Bar B Que 'Bama Brew Golden Ale,1500,0.047,,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,Lemont,1,,1
Live Local Golden Ale,1421,0.047,,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,Phoenix,1,,1
Dirtbag Dunkel,1184,0.049,,108,Munich Dunkel Lager,16,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,St Paul,1,,1
Mistress Winter Wheat,1023,0.064,,108,Winter Warmer,12,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,Smithton,,1,1
Tent Pole Vanilla Porter,998,0.061,,108,American Porter,16,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,Douglas,1,,1
Awry Rye Pale Ale,997,0.058,,108,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,Worcester,1,,1
Demshitz Brown Ale,996,0.058,,108,American Brown Ale,12,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,Nashville,1,,1
Wood Splitter Pilsner (2012),931,0.048,,108,Czech Pilsener,12,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,South Bend,,1,1
Brush Creek Blonde,798,0.048,,108,American Blonde Ale,16,Bonfire Brewing Company,Eagle, CO,BLANK,,,,,,,Dunedin,,1,1
Noche Dulce,2062,0.071,16,232,American Porter,16,Borderlands Brewing Company,Tucson, AZ,DATA,,,,,,,Boynton Beach,1,,1
Samuel Adams Summer Ale,1144,0.053,7,301,American Pale Wheat Ale,12,Boston Beer Company,Boston, MA,DATA,,,,,,,Menominee,1,,1
Porch Rocker,1830,0.045,8,301,Radler,12,Boston Beer Company,Boston, MA,DATA,,,,,,,Loveland,1,,1
Samuel Adams Octoberfest,1281,0.053,15,301,Märzen / Oktoberfest,12,Boston Beer Company,Boston, MA,DATA,,,,,,,Colorado Springs,,1,1
Boston Lager,1349,0.049,30,301,Vienna Lager,16,Boston Beer Company,Boston, MA,DATA,,,,,,,Virginia Beach,1,,1
Boston Lager,1310,0.049,30,301,Vienna Lager,12,Boston Beer Company,Boston, MA,DATA,,,,,,,Everett,,1,1
Boston Lager,1143,0.049,30,301,Vienna Lager,12,Boston Beer Company,Boston, MA,DATA,,,,,,,Conestoga,,1,1
Rebel IPA,1629,0.065,45,301,American IPA,16,Boston Beer Company,Boston, MA,DATA,,,,,,,Newburgh,1,,1
Cold Snap,1601,0.055,,301,Witbier,12,Boston Beer Company,Boston, MA,BLANK,,,,,,,Granger,1,,1
Samuel Adams Winter Lager,1427,0.056,,301,Bock,12,Boston Beer Company,Boston, MA,BLANK,,,,,,,Roanoke,,1,1
Hazed & Infused,1395,0.049,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO,DATA,,,,,,,Waynesville,1,,1
Hoopla Pale Ale,808,0.057,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO,DATA,,,,,,,Knoxville,,1,1
Hazed & Infused (2010),81,0.049,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO,DATA,,,,,,,Cortland,,1,1
Heavy Lifting,2596,0.062,80,32,American IPA,12,Boulevard Brewing Company,Kansas City, MO,DATA,,,,,,,Rogers,1,,1
1492,2300,0.065,,168,American Pale Ale (APA),12,Boxcar Brewing Company,West Chester, PA,BLANK,,,,,,,Shelbyville,,1,1
